我	ngo5
團體冠軍	tyun4 tai2 gun3 gwan1
團體行	tyun4 tai2 hang4
土丘	tou2 jau1
土佬	tou2 lou2
土倫	tou2 leon4
土到不行	tou2 dou3 bat1 hang4
土力工程	tou2 lik6 gung1 cing4
土包子	tou2 baau1 zi2
土司	tou2 si1
土地公	tou2 dei6 gung1
土地利用規劃	tou2 dei6 lei6 jung6 kwai1 waak6
土地改革	tou2 dei6 goi2 gaak3
土地稅	tou2 dei6 seoi3
土地資源	tou2 dei6 zi1 jyun4
土坎	tou2 ham2
土坎兒	tou2 ham2 ji4
土坯	tou2 pui1
土埂	tou2 gang2
土城	tou2 sing4
土城市	tou2 sing4 si5
土堆	tou2 deoi1
土壤學	tou2 joeng6 hok6
土壩	tou2 baa3
土家族	tou2 gaa1 zuk6
土專家	tou2 zyun1 gaa1
土層	tou2 cang4
土崗	tou2 gong1
土崩瓦解	tou2 bang1 ngaa5 gaai2
土布	tou2 bou3
土庫	tou2 fu3
土庫曼	tou2 fu3 maan6
土庫曼人	tou2 fu3 maan6 jan4
土庫曼斯坦	tou2 fu3 maan6 si1 taan2
土庫鎮	tou2 fu3 zan3
土建	tou2 gin3
土得掉渣	tou2 dak1 diu6 zaa1
土拉弗氏菌	tou2 laai1 fat1 si6 kwan2
土撥鼠	tou2 but6 syu2
土改	tou2 goi2
土政策	tou2 zing3 caak3
土方	tou2 fong1
土族	tou2 zuk6
土星	tou2 sing1
土曜日	tou2 jiu6 jat6
土木形骸	tou2 muk6 jing4 haai4
土木身	tou2 muk6 san1
土桑	tou2 song1
土樓	tou2 lau4
土洋並舉	tou2 joeng4 bing3 geoi2
土洋結合	tou2 joeng4 git3 hap6
土溫	tou2 wan1
土炕	tou2 kong3
土炮	tou2 paau3
土爾其斯坦	tou2 ji5 kei4 si1 taan2
土牛	tou2 ngau4
土牛木馬	tou2 ngau4 muk6 maa5
土特產	tou2 dak6 caan2
土狗	tou2 gau2
土狼	tou2 long4
土瓜灣	tou2 gwaa1 waan4
土生葡人	tou2 sang1 pou4 jan4
土皇帝	tou2 wong4 dai3
土石流	tou2 sek6 lau4
土神	tou2 san4
土穀祠	tou2 guk1 ci4
土窯	tou2 jiu4
土老帽	tou2 lou5 mou2
土耳其人	tou2 ji5 kei4 jan4
土耳其斯坦	tou2 ji5 kei4 si1 taan2
土耳其旋轉烤肉	tou2 ji5 kei4 syun4 zyun2 haau1 juk6
土耳其玉	tou2 ji5 kei4 juk6
土耳其石	tou2 ji5 kei4 sek6
土耳其語	tou2 ji5 kei4 jyu5
土耳其軟糖	tou2 ji5 kei4 jyun5 tong2
土茴香	tou2 wui4 hoeng1
土著人	tou2 zyu3 jan4
土葬	tou2 zong3
土衛二	tou2 wai6 ji6
土衛六	tou2 wai6 luk6
土裡土氣	tou2 leoi5 tou2 hei3
土製	tou2 zai3
土話	tou2 waa6
土豆	tou2 dau2
土豆泥	tou2 dau6 nai4
土豆絲	tou2 dau6 si1
土豆網	tou2 dau6 mong5
土豚	tou2 tyun4
土豪	tou2 hou4
土豪劣紳	tou2 hou4 lyut3 san1
土豬	tou2 zyu1
土財主	tou2 coi4 zyu2
土貨	tou2 fo3
土路	tou2 lou6
土邦	tou2 bong1
土門	tou2 mun4
土階茅屋	tou2 gaai1 maau4 uk1
土階茅茨	tou2 gaai1 maau4 ci4
土雞	tou2 gai1
土霉素	tou2 mui4 sou3
土頭土腦	tou2 tau4 tou2 nou5
土香	tou2 hoeng1
土魠魚	tou2 tok3 jyu2
土魷	tou2 jau4
土鱉	tou2 bit3
土默特右旗	tou2 mak6 dak6 jau6 kei4
土默特左旗	tou2 mak6 dak6 zo2 kei4
在下方	zoi6 haa6 fong1
在下面	zoi6 haa6 min6
在位時代	zoi6 wai6 si4 doi6
在來米	zoi6 loi4 mai5
在地	zoi6 dei6
在地下	zoi6 dei6 haa6
在天之靈	zoi6 tin1 zi1 ling4
在天願做比翼鳥在地願做連理枝	zoi6 tin1 jyun6 zou6 bei2 jik6 niu5 zoi6 dei6 jyun6 zou6 lin4 lei5 zi1
在室內	zoi6 sat1 naap6
在家千日好出門一時難	zoi6 gaa1 cin1 jat6 hou2 ceot1 mun4 jat1 si4 naan4
在家靠父母出外靠朋友	zoi6 gaa1 kaau3 fu6 mou5 ceot1 ngoi6 kaau3 pang4 jau5
在家靠父母出門靠朋友	zoi6 gaa1 kaau3 fu6 mou5 ceot1 mun4 kaau3 pang4 jau5
在戶外	zoi6 wu6 ngoi6
在所不計	zoi6 so2 bat1 gai3
在所不辭	zoi6 so2 bat1 ci4
在握	zoi6 aak1
在教	zoi6 gaau3
在朝	zoi6 ciu4
在槍口	zoi6 coeng1 hau2
在此之後	zoi6 ci2 zi1 hau6
在此之際	zoi6 ci2 zi1 zai3
在此後	zoi6 ci2 hau6
在深處	zoi6 sam1 cyu3
在理	zoi6 lei5
在真空中	zoi6 zan1 hung1 zung1
在線	zoi6 sin3
在編	zoi6 pin1
在職訓練	zoi6 zik1 fan3 lin6
在華	zoi6 waa4
在訴訟期間	zoi6 sou3 zung6 kei4 gaan1
在身	zoi6 san1
在途	zoi6 tou4
在這之前	zoi6 ze2 zi1 cin4
在這期間	zoi6 ze2 kei4 gaan1
在那兒	zoi6 naa5 ji4
在野	zoi6 je5
在野黨	zoi6 je5 dong2
在高處	zoi6 gou1 cyu3
圪垯	ngat6 daat3
圭亞那	gwai1 aa3 naa5
圭臬	gwai1 jit6
地三鮮	dei6 saam1 sin1
地下室	dei6 haa6 sat1
地下核爆炸	dei6 haa6 hat6 baau3 zaa3
地下核試驗	dei6 haa6 hat6 si3 jim6
地下莖	dei6 haa6 ging3
地中海貧血	dei6 zung1 hoi2 pan4 hyut3
地主家庭	dei6 zyu2 gaa1 ting4
地主隊	dei6 zyu2 deoi6
地主階級	dei6 zyu2 gaai1 kap1
地久天長	dei6 gau2 tin1 coeng4
地保	dei6 bou2
地兒	dei6 ji4
地力	dei6 lik6
地動儀	dei6 dung6 ji4
地動山搖	dei6 dung6 saan1 jiu4
地勤	dei6 kan4
地勤人員	dei6 kan4 jan4 jyun4
地區差價	dei6 keoi1 caa1 gaa3
地區性	dei6 keoi1 sing3
地區法院	dei6 keoi1 faat3 jyun2
地區經濟	dei6 keoi1 ging1 zai3
地區衝突	dei6 keoi1 cung1 dat6
地台	dei6 toi4
地史	dei6 si2
地圖冊	dei6 tou4 caak3
地圖集	dei6 tou4 zaap6
地地道道	dei6 dei6 dou6 dou6
地址的轉換	dei6 zi2 dik1 zyun2 wun6
地址解析協議	dei6 zi2 gaai2 sik1 hip3 ji5
地域	dei6 wik6
地堡	dei6 bou2
地塊	dei6 faai3
地塞米松	dei6 sak1 mai5 cung4
地塹	dei6 cim3
地壇	dei6 taan4
地壟	dei6 lung5
地大物博	dei6 daai6 mat6 bok3
地委	dei6 wai2
地宮	dei6 gung1
地對地	dei6 deoi3 dei6
地對空	dei6 deoi3 hung1
地對空導彈	dei6 deoi3 hung1 dou6 daan2
地層	dei6 cang4
地層學	dei6 cang4 hok6
地岬	dei6 gaap3
地峽	dei6 haap6
地幔	dei6 maan6
地平線	dei6 ping4 sin3
地底下	dei6 dai2 haa6
地庫	dei6 fu3
地廣人稀	dei6 gwong2 jan4 hei1
地廬	dei6 lou4
地形圖	dei6 jing4 tou4
地心引力	dei6 sam1 jan5 lik6
地心緯度	dei6 sam1 wai5 dou6
地心說	dei6 sam1 syut3
地拉那	dei6 laai1 naa5
地排車	dei6 paai4 ce1
地接	dei6 zip3
地支	dei6 zi1
地方主義	dei6 fong1 zyu2 ji6
地方停車	dei6 fong1 ting4 ce1
地方國營	dei6 fong1 gwok3 jing4
地方官	dei6 fong1 gun1
地方官職位	dei6 fong1 gun1 zik1 wai6
地方性	dei6 fong1 sing3
地方性斑疹傷寒	dei6 fong1 sing3 baan1 can2 soeng1 hon4
地方戲	dei6 fong1 hei3
地方法院	dei6 fong1 faat3 jyun2
地方稅	dei6 fong1 seoi3
地方自治	dei6 fong1 zi6 zi6
地景	dei6 ging2
地書	dei6 syu1
地板磚	dei6 baan2 zyun1
地檢署	dei6 gim2 cyu5
地殼運動	dei6 hok3 wan6 dung6
地毯式轟炸	dei6 taan2 sik1 gwang1 zaa3
地毯拖鞋	dei6 taan2 to1 haai2
地水先生	dei6 seoi2 sin1 saang1
地洞	dei6 dung6
地溝油	dei6 kau1 jau4
地滾球	dei6 gwan2 kau4
地漏	dei6 lau6
地熱	dei6 jit6
地熱發電廠	dei6 jit6 faat3 din6 cong2
地熱能	dei6 jit6 nang4
地熱資源	dei6 jit6 zi1 jyun4
地熱電站	dei6 jit6 din6 zaam6
地爐	dei6 lou4
地牢商場	dei6 lou4 soeng1 coeng4
地球儀	dei6 kau4 ji4
地球化學	dei6 kau4 faa3 hok6
地球大氣	dei6 kau4 daai6 hei3
地球日	dei6 kau4 jat6
地球村	dei6 kau4 cyun1
地球物理	dei6 kau4 mat6 lei5
地球物理學	dei6 kau4 mat6 lei5 hok6
地球磁場	dei6 kau4 ci4 coeng4
地球科學	dei6 kau4 fo1 hok6
地球軌道	dei6 kau4 gwai2 dou6
地理學	dei6 lei5 hok6
地理學家	dei6 lei5 hok6 gaa1
地理極	dei6 lei5 gik6
地理環境	dei6 lei5 waan4 ging2
地理緯度	dei6 lei5 wai5 dou6
地瓜	dei6 gwaa1
地瓜面	dei6 gwaa1 min6
地產大亨	dei6 caan2 daai6 hang1
地畝	dei6 mau5
地盤工人	dei6 pun4 gung1 jan4
地磁	dei6 ci4
地磁場	dei6 ci4 coeng4
地磚	dei6 zyun1
地祇	dei6 kei4
地租收入	dei6 zou1 sau1 jap6
地積	dei6 zik1
地積單	dei6 zik1 daan1
地窖	dei6 gaau3
地窨	dei6 jam3
地窨子	dei6 jam3 zi2
地糊	dei6 wu4
地級	dei6 kap1
地級市	dei6 kap1 si5
地緣	dei6 jyun4
地緣戰略	dei6 jyun4 zin3 loek6
地緣政治	dei6 jyun4 zing3 zi6
地緣政治學	dei6 jyun4 zing3 zi6 hok6
地羊	dei6 joeng4
地老天荒	dei6 lou5 tin1 fong1
地脈	dei6 mak6
地腳	dei6 goek3
地藏	dei6 zong6
地藏王菩薩	dei6 zong6 wong4 pou4 saat3
地藏菩薩	dei6 zong6 pou4 saat3
地表水	dei6 biu2 seoi2
地西泮	dei6 sai1 pun3
地角天涯	dei6 gok3 tin1 ngaai4
地調	dei6 diu6
地貌	dei6 maau6
地質力學	dei6 zat1 lik6 hok6
地質學家	dei6 zat1 hok6 gaa1
地質年代表	dei6 zat1 nin4 doi6 biu2
地質年表	dei6 zat1 nin4 biu2
地踎館	dei6 mau1 gun2
地躺拳	dei6 tong2 kyun4
地軸	dei6 zuk6
地速	dei6 cuk1
地鄰	dei6 leon4
地陪	dei6 pui4
地震中	dei6 zan3 zung1
地震儀	dei6 zan3 ji4
地震區	dei6 zan3 keoi1
地震學	dei6 zan3 hok6
地震學家	dei6 zan3 hok6 gaa1
地震局	dei6 zan3 guk6
地震帶	dei6 zan3 daai3
地震波	dei6 zan3 bo1
地震活動帶	dei6 zan3 wut6 dung6 daai3
地震烈度	dei6 zan3 lit6 dou6
地震預報	dei6 zan3 jyu6 bou3
地面化	dei6 min2 faa3
地面層	dei6 min6 cang4
地面控制	dei6 min6 hung3 zai3
地面核爆炸	dei6 min6 hat6 baau3 zaa3
地面氣壓	dei6 min6 hei3 aat3
地面水	dei6 min6 seoi2
地面灌溉	dei6 min6 gun3 koi3
地面部隊	dei6 min6 bou6 deoi2
地面零點	dei6 min6 ling4 dim2
地頭蛇	dei6 tau4 se4
地鱉	dei6 bit3
圳	zan3
均值	gwan1 zik6
均勻性	gwan1 wan4 sing3
均可	gwan1 ho2
均差	gwan1 caa1
均攤	gwan1 taan1
均方	gwan1 fong1
均日照	gwan1 jat6 ziu3
均沾	gwan1 zim1
均濕	gwan1 sap1
均熱	gwan1 jit6
均田制	gwan1 tin4 zai3
均等化	gwan1 dang2 faa3
均線指標	gwan1 sin3 zi2 biu1
均腐土	gwan1 fu6 tou2
均變論	gwan1 bin3 leon6
均質	gwan1 zat1
坊子	fong1 zi2
坊子區	fong1 zi2 keoi1
坊間傳言	fong1 gaan1 cyun4 jin4
坋粒	fan5 lap1
坍	taan1
坍塌	taan1 taap3
坍方	taan1 fong1
坎兒	ham2 ji4
坎兒井	ham2 ji4 zeng2
坎坎	ham2 ham2
坎坷不平	ham1 ho1 bat1 ping4
坎坷多舛	ham1 ho1 do1 cyun2
坎城	ham2 sing4
坎培拉	ham2 pui4 laai1
坎塔布連	ham3 taap3 bou3 lin4
坎塔布連山脈	ham3 taap3 bou3 lin4 saan1 mak6
坎塔布連海	ham3 taap3 bou3 lin4 hoi2
坎塔布里亞	ham2 taap3 bou3 lei5 aa3
坎壈	ham2 lam5
坎大哈	ham3 daai6 haa1
坎大哈省	ham3 daai6 haa1 saang2
坎子	ham2 zi2
坎帕拉	ham3 paak3 laai1
坎德拉	ham3 dak1 laai1
坎昆	ham3 gwan1
坎特伯雷	ham3 dak6 baak3 leoi4
坎特伯雷大主教	ham3 dak6 baak3 leoi4 daai6 zyu2 gaau3
坎特伯雷故事集	ham2 dak6 baak3 leoi4 gu3 si6 zaap6
坎肩	ham2 gin1
坎肩兒	ham2 gin1 ji4
坎貝爾	ham3 bui3 ji5
坎貝爾侏儒倉鼠	ham3 bui3 ji5 zyu1 jyu4 cong1 syu2
坐一望二	zo6 jat1 mong6 ji6
坐不住	co5 bat1 zyu6
坐不垂堂	zo6 bat1 seoi4 tong4
坐井觀天	co5 zeng2 gun1 tin1
坐享	zo6 hoeng2
坐享其成	co5 hoeng2 kei4 sing4
坐便器	zo6 bin6 hei3
坐像	zo6 zoeng6
坐力	zo6 lik6
坐化	zo6 faa3
坐台小姐	co5 toi2 siu2 ze2
坐吃享福	zo6 hek3 hoeng2 fuk1
坐商	zo6 soeng1
坐坡	zo6 bo1
坐埋一條船	co5 maai4 jat1 tiu4 syun4
坐墊	zo6 zin3
坐墩	zo6 deon1
坐夜	co5 je2
坐失	zo6 sat1
坐失機宜	zo6 sat1 gei1 ji4
坐失良機	co5 sat1 loeng4 gei1
坐山觀虎鬥	co5 saan1 gun1 fu2 dau3
坐席	zo6 zik6
坐廁	zo6 ci3
坐廁墊	zo6 ci3 zin3
坐探	zo6 taam3
坐收漁人之利	zo6 sau1 jyu4 jan4 zi1 lei6
坐收漁利	zo6 sau1 jyu4 lei6
坐月	co5 jyut6
坐月子	co5 jyut6 zi2
坐果	zo6 gwo2
坐梗	co5 gang2
坐椅	zo6 ji2
坐波監	co5 bo1 gaam1
坐牢	co5 lou4
坐班	co5 baan1
坐班房	co5 baan1 fong2
坐禪	zo6 sim4
坐移民監	co5 ji4 man4 gaam1
坐穩船	co5 wan2 syun4
坐穩車	co5 wan2 ce1
坐穩釣魚船	zo6 wan2 diu3 jyu4 syun4
坐立難安	zo6 laap6 naan4 on1
坐等	zo6 dang2
坐而論道	zo6 ji4 leon6 dou6
坐臥不寧	zo6 ngo6 bat1 ning4
坐臺	co5 toi2
坐花廳	co5 faa1 teng1
坐藥	zo6 joek6
坐蠟	zo6 laap6
坐視	zo6 si6
坐視不理	zo6 si6 bat1 lei5
坐視無睹	zo6 si6 mou4 dou2
坐觀成敗	zo6 gun1 sing4 baai6
坐起身	co5 hei2 san1
坐霸王車	co5 baa3 wong4 ce1
坐飛機位	co5 fei1 gei1 wai2
坐食山崩	zo6 sik6 saan1 bang1
坐騎	zo6 ke4
坐骨	zo6 gwat1
坐骨神經	zo6 gwat1 san4 ging1
坐骨神經痛	zo6 gwat1 san4 ging1 tung3
坑井	haang1 zeng2
坑人	haang1 jan4
坑坎	haang1 ham2
坑坑窪窪	haang1 haang1 waa1 waa1
坑害	haang1 hoi6
坑木	haang1 muk6
坑殺	haang1 saat3
坑洞	haang1 dung6
坑渠油	haang1 keoi4 jau4
坑渠老鼠	haang1 keoi4 lou5 syu2
坑爹	haang1 de1
坑窪	haang1 waa1
坑腩	haang1 naam5
坑蒙	haang1 mung4
坑蒙拐騙	haang1 mung4 gwaai2 pin3
坑道	haang1 dou6
坑騙	haang1 pin3
坡壘	bo1 leoi5
坡度	bo1 dou6
坡路	bo1 lou6
坡道	bo1 dou6
坡頭	bo1 tau4
坡頭區	bo1 tau4 keoi1
坡鹿	bo1 luk6
坢	bun6
坢	pun5
坣	bok3
坤甸	kwan1 din6
坦佩雷	taan2 pui3 leoi4
坦博拉	taan2 bok3 laai1
坦噶尼喀	taan2 gaa1 nei4 kaa3
坦噶尼喀湖	taan2 gaa1 nei4 kaa3 wu4
坦尚尼亞	taan2 soeng6 nei4 aa3
坦桑尼亞	taan2 song1 nei4 aa3
坦桑尼亞聯合共和國	taan2 song1 nei4 aa3 lyun4 hap6 gung6 wo4 gwok3
坦然無懼	taan2 jin4 mou4 geoi6
坦誠相見	taan2 sing4 soeng1 gin3
坦途	taan2 tou4
坦陳	taan2 can4
坨兒	to4 ji4
坨子	to4 zi2
坩	ham1
坩堝	ham1 wo1
坪林	ping4 lam4
坪林鄉	ping4 lam4 hoeng1
坫	dim3
坯	pui1
坯件	pui1 gin6
坯子	pui1 zi2
坯布	pui1 bou3
坯料	pui1 liu2
坯模	pui1 mou4
坳胡	aau1 wu1
坳胡婆	aau1 wu1 po2
坳陷	aau3 haam6
坶	muk6
坷	ho2
坷垃	ho1 laap6
坻	ci4
垂垂	seoi4 seoi4
垂幕	seoi4 mok6
垂感	seoi4 gam2
垂懸分詞	seoi4 jyun4 fan1 ci4
垂手可得	seoi4 sau2 ho2 dak1
垂掛	seoi4 gwaa3
垂暮之年	seoi4 mou6 zi1 nin4
垂楊柳	seoi4 joeng4 lau5
垂死掙扎	seoi4 sei2 zang1 zaat3
垂泣	seoi4 jap1
垂涎三尺	seoi4 jin4 saam1 cek3
垂直和短距起落飛機	seoi4 zik6 wo4 dyun2 keoi5 hei2 lok6 fei1 gei1
垂直搜索	seoi4 zik6 sau2 saak3
垂直線	seoi4 zik6 sin3
垂直起落飛機	seoi4 zik6 hei2 lok6 fei1 gei1
垂直軸	seoi4 zik6 zuk6
垂簾聽政	seoi4 lim4 ting3 zing3
垂老	seoi4 lou5
垂釣	seoi4 diu3
垂體	seoi4 tai2
垂髫	seoi4 tiu4
垃圾佬	laap6 saap3 lou2
垃圾工	laap6 saap3 gung1
垃圾箱	laap6 saap3 soeng1
垃圾篸	laap6 saap3 caam2
垃圾股	laap6 saap3 gu2
垃圾車	laap6 saap3 ce1
垃圾郵件	laap6 saap3 jau4 gin2
垃圾鏟	laap6 saap3 caan2
垃圾電郵	laap6 saap3 din6 jau4
垃圾食品	laap6 saap3 sik6 ban2
型仔	jing4 zai2
型到痹	jing4 dou3 bei3
型式	jing4 sik1
型態	jing4 taai3
型材	jing4 coi4
型板	jing4 baan2
型狀	jing4 zong6
型男索女	jing4 naam4 sok3 neoi5
型錄	jing4 luk6
垌	dung6
垍	gei6
垓下	goi1 haa6
垛	do2
垛口	do2 hau2
垝垣	gwai2 wun4
垞	caa4
垟	joeng4
垠	ngan4
垣曲	wun4 kuk1
垣曲縣	wun4 kuk1 jyun6
垣衣	wun4 ji1
垤	dit6
垮塌	kwaa1 taap3
垮臺	kwaa1 toi4
埂子	gang2 zi2
埃克托	aai1 hak1 tok3
埃利斯島	aai1 lei6 si1 dou2
埃加迪群島	oi1 gaa1 dik6 kwan4 dou2
埃博拉	aai1 bok3 laai1
埃博拉病毒	aai1 bok3 laai1 beng6 duk6
埃及人	aai1 kap6 jan4
埃及古物學	oi1 kap6 gu2 mat6 hok6
埃及古物學者	oi1 kap6 gu2 mat6 hok6 ze2
埃及夜鷹	aai1 kap6 je6 jing1
埃及豆	oi1 kap6 dau2
埃因霍溫	aai1 jan1 fok3 wan1
埃塔	aai1 taap3
埃塞俄比亞語	aai1 coi3 ngo4 bei2 aa3 jyu5
埃夫伯里	aai1 fu1 baak3 lei5
埃奧羅斯	aai1 ou3 lo4 si1
埃居	aai1 geoi1
埃布羅	aai1 bou3 lo4
埃布羅河	aai1 bou3 lo4 ho4
埃弗頓	aai1 fat1 deon6
埃德	aai1 dak1
埃德加	aai1 dak1 gaa1
埃德蒙頓	aai1 dak1 mung4 deon6
埃拉托塞尼斯	aai1 laai1 tok3 coi3 nei4 si1
埃拉特	aai1 laai1 dak6
埃敘	aai1 zeoi6
埃文	aai1 man4
埃文斯	aai1 man4 si1
埃文河畔斯特拉特福	aai1 man4 ho4 bun6 si1 dak6 laai1 dak6 fuk1
埃文茅斯	aai1 man4 maau4 si1
埃斯庫多	aai1 si1 fu3 do1
埃斯庫羅斯	aai1 si1 fu3 lo4 si1
埃斯特哈齊	aai1 si1 dak6 haa1 cai4
埃斯特朗	aai1 si1 dak6 long5
埃格爾松	aai1 gaak3 ji5 cung4
埃森	aai1 sam1
埃森哲	aai1 sam1 zit3
埃森納赫	aai1 sam1 naap6 haak1
埃涅阿斯	aai1 nip6 aa3 si1
埃涅阿斯紀	aai1 nip6 aa3 si1 gei2
埃爾南德斯	aai1 ji5 naam4 dak1 si1
埃爾多安	aai1 ji5 do1 on1
埃爾帕索	aai1 ji5 paak3 sok3
埃爾朗根	aai1 ji5 long5 gan1
埃爾朗根綱領	aai1 ji5 long5 gan1 gong1 ling5
埃爾福特	aai1 ji5 fuk1 dak6
埃爾金	aai1 ji5 gam1
埃爾金大理石	aai1 ji5 gam1 daai6 lei5 sek6
埃特納火山	aai1 dak6 naap6 fo2 saan1
埃琳娜	aai1 lam4 naa4
埃米爾	aai1 mai5 ji5
埃菲爾鐵塔	aai1 fei1 ji5 tit3 taap3
埃蕾	aai1 leoi4
埃迪卡拉	aai1 dik6 kaa1 laai1
埃迪卡拉紀	aai1 dik6 kaa1 laai1 gei2
埃里溫	aai1 lei5 wan1
埆	kok3
埇	jung2
埇橋	jung2 kiu4
埇橋區	jung2 kiu4 keoi1
埋天怨地	maai4 tin1 jyun3 dei6
埋岸	maai4 ngon6
埋手打三更	maai4 sau2 daa2 saam1 gaang1
埋棧	maai4 zaan2
埋汰	maai4 taai3
埋站	maai4 zaam6
埋籠	maai4 lung4
埋線	maai4 sin3
埋街	maai4 gaai1
埋街食井水	maai4 gaai1 sik6 zeng2 seoi2
埋身	maai4 san1
埋閘	maai4 zaap6
埋頭埋腦	maai4 tau4 maai4 nou5
城中區	sing4 zung1 keoi1
城中村	sing4 zung1 cyun1
城北區	sing4 bak1 keoi1
城區	sing4 keoi1
城口	sing4 hau2
城口縣	sing4 hau2 jyun6
城固	sing4 gu3
城固縣	sing4 gu3 jyun6
城址	sing4 zi2
城垣	sing4 wun4
城域網	sing4 wik6 mong5
城子河	sing4 zi2 ho4
城子河區	sing4 zi2 ho4 keoi1
城巴	sing4 baa1
城市依賴症	sing4 si5 ji1 laai6 zing3
城市區域	sing4 si5 keoi1 wik6
城市熱島	sing4 si5 jit6 dou2
城市生活	sing4 si5 sang1 wut6
城市當代舞蹈團	sing4 si5 dong1 doi6 mou5 dou6 tyun4
城市管理行政執法局	sing4 si5 gun2 lei5 hang4 zing3 zap1 faat3 guk6
城市運動會	sing4 si5 wan6 dung6 wui2
城廂	sing4 soeng1
城廂區	sing4 soeng1 keoi1
城東區	sing4 dung1 keoi1
城樓	sing4 lau4
城步	sing4 bou6
城步縣	sing4 bou6 jyun6
城步苗族自治縣	sing4 bou6 miu4 zuk6 zi6 zi6 jyun6
城管	sing4 gun2
城裡	sing4 leoi5
城西區	sing4 sai1 keoi1
城運會	sing4 wan6 wui2
城邑	sing4 jap1
城郊	sing4 gaau1
城郭	sing4 gwok3
城鎮化	sing4 zan3 faa3
城鎮化水平	sing4 zan3 faa3 seoi2 ping4
城鐵	sing4 tit3
城門失火殃及池魚	sing4 mun4 sat1 fo2 joeng1 kap6 ci4 jyu4
城門水塘	sing4 mun4 seoi2 tong4
城門河	sing4 mun4 ho4
城門隧道	sing4 mun4 seoi6 dou6
城闕	sing4 kyut3
城關	sing4 gwaan1
城關區	sing4 gwaan1 keoi1
城關鎮	sing4 gwaan1 zan3
城防	sing4 fong4
城陽	sing4 joeng4
城陽區	sing4 joeng4 keoi1
埔心	bou3 sam1
埔心鄉	bou3 sam1 hoeng1
埔里	bou3 lei5
埔里鎮	bou3 lei5 zan3
埔鹽	bou3 jim4
埔鹽鄉	bou3 jim4 hoeng1
埕埕塔塔	cing4 cing4 taap3 taap3
埗頭	bou4 tau4
埞方	deng6 fong1
域名	wik6 meng2
域名搶注	wik6 meng2 coeng2 zyu3
域名服務器	wik6 meng2 fuk6 mou6 hei3
域名註冊	wik6 meng2 zyu3 caak3
域外	wik6 ngoi6
域多利皇后	wik6 do1 lei6 wong4 hau6
埠頭	fau6 tau4
埡口	aa3 hau2
埢	gyun3
埤	pai3
埤頭	pei4 tau4
埤頭鄉	pei4 tau4 hoeng1
埭	doi6
埵	do2
執事	zap1 si6
執人口水尾	zap1 jan4 hau2 seoi2 mei1
執人口水溦	zap1 jan4 hau2 seoi2 mei1
執仔	zap1 zai2
執仔婆	zap1 zai2 po4
執位	zap1 wai2
執倒	zap1 dou2
執到	zap1 dou3
執到寶	zap1 dou2 bou2
執到正	zap1 dou3 zeng3
執地	zap1 dei6
執委會	zap1 wai2 wui2
執媽	zap1 maa1
執字粒	zap1 zi6 lap1
執屍	zap1 si1
執平嘢	zap1 ping4 je5
執拗	zap1 aau3
執掌	zap1 zoeng2
執政官	zap1 zing3 gun1
執政方式	zap1 zing3 fong1 sik1
執政者	zap1 zing3 ze2
執政能力	zap1 zing3 nang4 lik6
執死雞	zap1 sei2 gai1
執死雞仔	zap1 sei2 gai1 zai2
執法如山	zap1 faat3 jyu4 saan1
執滯	zap1 zai6
執漏	zap1 lau6
執番條命	zap1 faan1 tiu4 ming6
執碟	zap1 dip6
執私	zap1 si1
執筆忘字	zap1 bat1 mong4 zi6
執紼	zap1 fat1
執茶	zap1 caa4
執行主席	zap1 hang4 zyu2 zik6
執行人	zap1 hang4 jan4
執行指揮官	zap1 hang4 zi2 fai1 gun1
執行李	zap1 hang4 lei5
執行長	zap1 hang4 zoeng2
執豆噉執	zap1 dau2 gam2 zap1
執贏	zap1 jeng4
執迷	zap1 mai4
執迷不悟	zap1 mai4 bat1 ng6
執金吾	zap1 gam1 ng4
執雞	zap1 gai1
執齊	zap1 cai4
埸	jik6
培亞	pui4 aa3
培修	pui4 sau1
培勒茲	pui4 lak6 zi1
培土	pui4 tou2
培果	pui4 gwo2
培根	pui4 gan1
培訓班	pui4 fan3 baan1
培里克利斯	pui4 lei5 hak1 lei6 si1
培養基	pui4 joeng5 gei1
培養液	pui4 joeng5 jik6
培養皿	pui4 joeng5 ming5
基加利	gei1 gaa1 lei6
基友	gei1 jau5
基因修改	gei1 jan1 sau1 goi2
基因圖譜	gei1 jan1 tou4 pou2
基因型	gei1 jan1 jing4
基因學	gei1 jan1 hok6
基因工程	gei1 jan1 gung1 cing4
基因庫	gei1 jan1 fu3
基因技術	gei1 jan1 gei6 seot6
基因擴大	gei1 jan1 kwok3 daai6
基因染色體異常	gei1 jan1 jim5 sik1 tai2 ji6 soeng4
基因治療	gei1 jan1 zi6 liu4
基因碼	gei1 jan1 maa5
基因突變	gei1 jan1 dat6 bin3
基因組	gei1 jan1 zou2
基因變異	gei1 jan1 bin3 ji6
基圍蝦	gei1 wai4 haa1
基團	gei1 tyun4
基地恐怖組織	gei1 dei6 hung2 bou3 zou2 zik1
基地組織	gei1 dei6 zou2 zik1
基址	gei1 zi2
基坑	gei1 haang1
基多	gei1 do1
基奈	gei1 noi6
基孔肯雅熱	gei1 hung2 hang2 ngaa5 jit6
基尼係數	gei1 nei4 hai6 sou3
基岩	gei1 ngaam4
基布茲	gei1 bou3 zi1
基希訥烏	gei1 hei1 nat6 wu1
